day,queue_time,entry_time,side,score,queue_price,entry,sl,tp,outcome,exit_price,exit_time,r_price,atr,prob,prob_edge,mfe_r,mae_r,chase_atr,pnl_usd,be05_usd,be10_usd,lock60_usd
2026-03-02,2026-03-02 02:15:00+00:00,2026-03-02 02:16:00+00:00,SELL,4.0,5375.8,5372.53,5394.594959341345,5328.400081317309,TP,5328.400081317309,2026-03-02 03:01:00+00:00,22.06495934134542,22.06495934134542,0.7045154978181708,0.7154280125354396,2.0593738378141455,0.029005265321341088,0.14819877750117108,87.31983736538183,-0.9400000000000001,87.31983736538183,87.31983736538183
2026-03-02,2026-03-02 06:00:00+00:00,2026-03-02 06:14:00+00:00,SELL,4.5,5366.22,5357.99,5374.163861632707,5325.642276734585,SL,5374.163861632707,2026-03-02 08:07:00+00:00,16.173861632707666,16.173861632707666,0.6098709919435419,0.4623647035641498,1.0758098712067874,1.0257290668575365,0.5088457034501468,-33.26772326541497,-0.9199999999999999,-33.26772326541497,-33.26772326541497
2026-03-02,2026-03-02 04:15:00+00:00,2026-03-02 04:16:00+00:00,BUY,4.5,5328.14,5332.01,5307.532582955373,5380.964834089255,TP,5380.964834089255,2026-03-02 08:30:00+00:00,24.47741704462759,24.47741704462759,0.6179242177377422,0.5433446189693814,2.043516270887664,0.24062996472469264,0.15810491739974236,96.94966817851041,96.94966817851041,96.94966817851041,40.991999999999315
2026-03-02,2026-03-02 08:45:00+00:00,2026-03-02 08:46:00+00:00,BUY,4.0,5375.49,5380.21,5367.944771590009,5404.740456819983,TP,5404.740456819983,2026-03-02 09:13:00+00:00,12.265228409991288,12.265228409991288,0.6235749437814362,0.44720098599267105,2.0790481145241153,0.3041117438108209,0.3848277294335041,48.120913639965295,48.120913639965295,48.120913639965295,23.312000000000406
2026-03-02,2026-03-02 10:15:00+00:00,2026-03-02 10:16:00+00:00,SELL,4.5,5409.51,5404.89,5417.63488393011,5379.400232139782,TP,5379.400232139782,2026-03-02 12:07:00+00:00,12.744883930109342,12.744883930109342,0.7482290412485467,0.6585946580725511,2.033757242681903,0.9148769077805026,0.36249839742245926,50.039535720436625,50.039535720436625,50.039535720436625,15.152000000000553
2026-03-02,2026-03-02 16:15:00+00:00,2026-03-02 16:17:00+00:00,SELL,4.0,5375.19,5369.48,5387.927115371161,5332.585769257678,TP,5332.585769257678,2026-03-02 16:26:00+00:00,18.447115371160645,18.447115371160645,0.7216287992855883,0.688443680456681,2.4372374268492667,0.1306437321776848,0.30953348993126495,72.84846148464254,72.84846148464254,72.84846148464254,72.84846148464254
2026-03-02,2026-03-02 17:15:00+00:00,2026-03-02 17:18:00+00:00,SELL,4.5,5333.7,5321.88,5351.52157436278,5262.59685127444,TP,5262.59685127444,2026-03-02 18:03:00+00:00,29.6415743627797,29.6415743627797,0.673175322961912,0.5838246474607474,2.0680413007000498,0.9054849675495836,0.3987642442785304,117.58629745111968,117.58629745111968,117.58629745111968,117.58629745111968
2026-03-02,2026-03-02 20:15:00+00:00,2026-03-02 20:28:00+00:00,BUY,4.0,5295.15,5296.33,5272.61615068083,5343.757698638338,TP,5343.757698638338,2026-03-02 22:12:00+00:00,23.713849319169206,23.713849319169206,0.7603377940174518,0.6767023491534366,2.076845447448657,0.22560656129646844,0.0497599518373608,93.89539727667675,93.89539727667675,93.89539727667675,93.89539727667675
2026-03-02,2026-03-02 21:00:00+00:00,2026-03-02 21:00:00+00:00,BUY,5.5,5315.37,5315.37,5295.41929571727,5355.271408565461,TP,5355.271408565461,2026-03-03 02:18:00+00:00,19.95070428273037,19.95070428273037,0.6058972450967146,0.44008360195995455,2.1713519175109095,0.07769149289340553,0.0,78.82281713092154,78.82281713092154,78.82281713092154,36.027999999999814
2026-03-03,2026-03-03 01:30:00+00:00,2026-03-03 01:30:00+00:00,BUY,5.5,5336.42,5336.42,5322.41547242122,5364.4290551575605,TP,5364.4290551575605,2026-03-03 03:07:00+00:00,14.004527578779983,14.004527578779983,0.7317576186590853,0.6362499220629177,2.0264874941588324,0.4684199422721177,0.0,54.938110315120795,54.938110315120795,54.938110315120795,29.567999999999234
