queue_time,entry_time,side,cid,score,queue_price,entry,sl,tp,outcome,exit_price,exit_time,mfe,mae,r_price,pnl_usd
2026-07-03 02:45:00+00:00,2026-07-03 02:46:00+00:00,BUY,GBM-BUY-c25142,4.0,4124.61,4128.72,4122.549161357022,4141.061677285956,TP,4141.061677285956,2026-07-03 03:50:00+00:00,12.38000000000011,5.960000000000036,6.170838642977919,23.583354571910967
2026-07-03 07:00:00+00:00,2026-07-03 07:02:00+00:00,BUY,GBM-BUY-250d6b,4.8,4175.86,4175.52,4167.550939688032,4191.458120623937,SL,4167.550939688032,2026-07-03 09:03:00+00:00,7.099999999999454,8.360000000000582,7.969060311968599,-16.95812062393772
2026-07-03 08:45:00+00:00,2026-07-03 08:52:00+00:00,BUY,GBM-BUY-350afa,5.0,4175.02,4172.57,4165.983071076962,4185.743857846075,SL,4165.983071076962,2026-07-03 09:04:00+00:00,0.8699999999998909,6.739999999999782,6.58692892303754,-14.233857846075407
2026-07-03 12:30:00+00:00,2026-07-03 12:37:00+00:00,BUY,GBM-BUY-c028af,4.8,4171.73,4169.41,4162.269418764526,4183.691162470947,TP,4183.691162470947,2026-07-03 14:16:00+00:00,15.029999999999745,1.139999999999418,7.140581235473776,27.542324941894986
2026-07-03 09:30:00+00:00,2026-07-03 09:47:00+00:00,BUY,GBM-BUY-1a2c53,4.5,4164.62,4172.78,4165.7606569351365,4186.818686129726,NEG_TIME_STOP,4172.43,2026-07-03 15:59:00+00:00,13.600000000000364,4.509999999999309,7.019343064863242,-1.7199999999989086
2026-07-03 15:15:00+00:00,2026-07-03 15:29:00+00:00,BUY,GBM-BUY-c0c122,5.0,4177.78,4173.85,4168.185979040748,4185.178041918504,SL,4168.185979040748,2026-07-03 16:10:00+00:00,5.279999999999745,7.579999999999927,5.664020959252095,-12.348041918504823
2026-07-03 16:15:00+00:00,2026-07-03 16:16:00+00:00,BUY,GBM-BUY-3cc8e5,4.0,4166.45,4168.12,4161.337158664352,4181.6856826712965,SL,4161.337158664352,2026-07-03 17:08:00+00:00,3.9200000000000728,6.930000000000291,6.7828413356484845,-14.585682671296599
2026-07-03 19:15:00+00:00,2026-07-03 19:19:00+00:00,BUY,GBM-BUY-1b84d9,4.8,4163.97,4163.76,4158.2860901947815,4174.707819610437,TP,4174.707819610437,2026-07-03 19:54:00+00:00,11.86999999999989,0.0500000000001819,5.4739098052183905,20.87563922087291
