day,queue_time,entry_time,side,score,queue_price,entry,sl,tp,outcome,exit_price,exit_time,r_price,atr,prob,prob_edge,mfe_r,mae_r,chase_atr,pnl_usd,be05_usd,be10_usd,lock60_usd
2026-01-02,2026-01-02 14:30:00+00:00,2026-01-02 14:36:00+00:00,SELL,4.3,4393.23,4392.92,4398.7056237318175,4381.348752536365,SL,4398.7056237318175,2026-01-02 15:14:00+00:00,5.785623731817539,5.785623731817539,0.6530291435486302,0.5802927552927383,1.381009268898609,1.1165606854925292,0.053581085526642945,-12.17124746363479,-0.6,-0.6,6.360000000000947
2026-01-02,2026-01-02 13:45:00+00:00,2026-01-02 13:47:00+00:00,SELL,4.0,4394.9,4393.98,4399.9469731883855,4382.046053623228,SL,4399.9469731883855,2026-01-02 15:15:00+00:00,5.966973188386051,5.966973188386051,0.8110512078858252,0.7504911403597037,1.516681861016895,1.1982624647814917,0.15418202344041615,-12.65394637677193,-0.72,-0.72,7.511999999999971
2026-01-02,2026-01-02 13:00:00+00:00,2026-01-02 13:08:00+00:00,SELL,5.0,4395.95,4396.2,4403.0662605875295,4382.46747882494,TP,4382.46747882494,2026-01-02 15:25:00+00:00,6.866260587529886,6.866260587529886,0.7268976351705687,0.652168553848274,2.4234442878879436,0.8782072749978482,-0.03640992019062543,26.585042350118893,-0.88,-0.88,10.01600000000064
2026-01-02,2026-01-02 15:15:00+00:00,2026-01-02 15:20:00+00:00,SELL,4.5,4399.65,4398.76,4405.724555655942,4384.830888688117,TP,4384.830888688117,2026-01-02 15:25:00+00:00,6.964555655941662,6.964555655941662,1.0007321753226037,1.0042654508872084,2.756816220374339,0.02871683562887352,0.12778991854851982,27.038222623766778,27.038222623766778,27.038222623766778,27.038222623766778
2026-01-02,2026-01-02 16:30:00+00:00,2026-01-02 16:58:00+00:00,SELL,4.5,4368.24,4355.05,4365.073802183587,4335.002395632826,TP,4335.002395632826,2026-01-02 17:13:00+00:00,10.023802183587078,10.023802183587078,0.6535146915702519,0.5806419603790943,2.0162010013617175,0.1765797017520673,1.3158679469549825,39.49520873434849,39.49520873434849,39.49520873434849,12.204000000000088
2026-01-02,2026-01-02 16:15:00+00:00,2026-01-02 16:58:00+00:00,SELL,4.5,4370.18,4355.05,4365.57284867337,4334.00430265326,TP,4334.00430265326,2026-01-02 17:14:00+00:00,10.522848673369744,10.522848673369744,0.6824166376365649,0.6389866349585895,2.0308189030676758,0.16820540282774188,1.4378235846239735,41.49139469347974,41.49139469347974,41.49139469347974,12.204000000000088
2026-01-02,2026-01-02 17:45:00+00:00,2026-01-02 18:12:00+00:00,SELL,4.3,4346.0,4324.55,4337.796142425219,4298.057715149563,SL,4337.796142425219,2026-01-05 01:01:00+00:00,13.246142425218803,13.246142425218803,0.6953678437303767,0.6719923213479944,1.1090021176303226,2.65511262607605,1.6193393753008436,-27.2522848504375,-0.76,-27.2522848504375,-27.2522848504375
2026-01-02,2026-01-02 20:15:00+00:00,2026-01-02 20:16:00+00:00,BUY,4.1,4314.41,4314.5,4304.173769431995,4335.152461136009,TP,4335.152461136009,2026-01-05 01:01:00+00:00,10.326230568004368,10.326230568004368,0.737284140684493,0.6281384560051028,4.379139096517327,0.44934111914731795,0.008715668259336454,40.7049222720183,-0.6,40.7049222720183,13.379999999999564
2026-01-02,2026-01-02 21:00:00+00:00,2026-01-02 21:08:00+00:00,BUY,4.8,4314.98,4320.31,4310.881505612473,4339.166988775056,TP,4339.166988775056,2026-01-05 01:01:00+00:00,9.428494387527607,9.428494387527607,0.7861696070499808,0.6908503580986003,4.179882638752269,0.431670193852433,0.5653076494431153,37.11397755011094,-0.6,37.11397755011094,13.044000000000233
2026-01-02,2026-01-02 22:00:00+00:00,2026-01-02 22:18:00+00:00,BUY,4.5,4317.97,4320.83,4312.555268776253,4337.379462447493,TP,4337.379462447493,2026-01-05 01:01:00+00:00,8.274731223746778,8.274731223746778,0.7118581542998971,0.622526065829888,4.6998505387575635,0.05438243102185731,0.3456305616056822,32.33892489498634,32.33892489498634,32.33892489498634,9.332000000000553
2026-01-02,2026-01-02 22:15:00+00:00,2026-01-02 22:18:00+00:00,BUY,4.5,4319.78,4320.83,4313.10123293942,4336.287534121161,TP,4336.287534121161,2026-01-05 01:01:00+00:00,7.728767060580459,7.728767060580459,0.8135134095241172,0.7661777120829792,5.031850448482729,0.05822403450286176,0.13585608050675588,30.155068242322375,30.155068242322375,30.155068242322375,9.332000000000553
2026-01-02,2026-01-02 23:45:00+00:00,2026-01-02 23:45:00+00:00,BUY,5.5,4328.42,4328.42,4322.567283299475,4340.12543340105,TP,4340.12543340105,2026-01-05 01:01:00+00:00,5.852716700524852,5.852716700524852,0.6418037048162928,0.4382044679003556,5.347943801413334,0.015377474189392186,0.0,22.53086680209992,22.53086680209992,22.53086680209992,22.53086680209992
2026-01-05,2026-01-05 01:45:00+00:00,2026-01-05 02:49:00+00:00,BUY,4.0,4362.05,4388.26,4377.596506435878,4409.586987128245,TP,4409.586987128245,2026-01-05 03:03:00+00:00,10.663493564122366,10.663493564122366,0.6162976795414659,0.462889945457831,2.063113731696678,0.015004463503234918,2.457918677625909,41.833974256489164,41.833974256489164,41.833974256489164,41.833974256489164
2026-01-05,2026-01-05 04:15:00+00:00,2026-01-05 04:23:00+00:00,BUY,4.3,4394.16,4395.13,4381.611966094437,4422.1660678111275,TP,4422.1660678111275,2026-01-05 08:26:00+00:00,13.518033905563598,13.518033905563598,0.8361316482715566,0.781803021503201,2.268821058909851,0.04438515276644059,0.07175599697238762,53.2121356222548,53.2121356222548,53.2121356222548,21.928000000000466
2026-01-05,2026-01-05 06:15:00+00:00,2026-01-05 06:16:00+00:00,BUY,4.0,4399.87,4402.07,4392.0448205521925,4422.120358895614,TP,4422.120358895614,2026-01-05 08:26:00+00:00,10.025179447807137,10.025179447807137,0.7775164799859295,0.6565427049326629,2.367039924177224,0.11072121010686438,0.2194474434550931,39.44071779122882,-0.66,-0.66,13.94399999999936
2026-01-05,2026-01-05 07:00:00+00:00,2026-01-05 07:03:00+00:00,BUY,4.5,4404.07,4405.73,4397.566847630568,4422.056304738863,TP,4422.056304738863,2026-01-05 08:26:00+00:00,8.163152369431746,8.163152369431746,0.6760883020162815,0.4864453363276837,2.458609014227886,0.5843330840989284,0.20335281333422062,31.81260947772731,-0.84,-0.84,9.371999999999534
2026-01-05,2026-01-05 07:45:00+00:00,2026-01-05 07:48:00+00:00,BUY,4.0,4401.78,4405.82,4397.608229405736,4422.243541188528,TP,4422.243541188528,2026-01-05 08:26:00+00:00,8.211770594264015,8.211770594264015,0.8277218073649393,0.7087311673091594,2.4330928111845522,0.16318039874812695,0.49197672458384734,32.24708237705672,32.24708237705672,32.24708237705672,32.24708237705672
2026-01-05,2026-01-05 05:00:00+00:00,2026-01-05 05:01:00+00:00,BUY,4.0,4405.38,4407.58,4395.453273928733,4431.833452142532,TP,4431.833452142532,2026-01-05 10:49:00+00:00,12.126726071266159,12.126726071266159,0.6757047523171036,0.5696783243210443,2.0368234472225426,0.8600837471470392,0.18141747303195369,47.62690428506459,-0.88,47.62690428506459,21.40399999999965
2026-01-05,2026-01-05 09:30:00+00:00,2026-01-05 09:33:00+00:00,BUY,4.0,4420.12,4421.16,4413.398049452924,4436.683901094151,TP,4436.683901094151,2026-01-05 11:44:00+00:00,7.761950547075735,7.761950547075735,0.6061879648259623,0.4755286213137118,2.0780859014976567,0.2821455749708001,0.1339869397121806,30.22780218830274,30.22780218830274,30.22780218830274,10.040000000000582
2026-01-05,2026-01-05 13:00:00+00:00,2026-01-05 13:06:00+00:00,SELL,4.0,4436.13,4430.67,4436.480984967398,4419.048030065204,TP,4419.048030065204,2026-01-05 13:27:00+00:00,5.810984967397998,5.810984967397998,0.6301159080195762,0.4653439464230548,2.6948959750986896,0.49733393154764804,0.939599746107221,22.583939869591486,22.583939869591486,22.583939869591486,22.583939869591486
